# Type: scattered data
# Version: 4
# Description: Exported paths data from database:offshore5.dwd
# Format: fixed
# Field: wellid 1 15 non-numeric
# Field: md 16 25
# Field: "tvdss (z)" 26 35
# Field: x 36 45
# Field: y 46 55
# Field: linecol 50 53 non-numeric
# Field: symbol 54 57 non-numeric
# Field: commonid 59 62 non-numeric
# Projection: Transverse Mercator
# Units: meters
# Ellipsoid: Hayford International 1924
# Scale_Factor_at_Central_Meridian: 0.999600
# Central_Meridian: 45 30 15.000000 E
# Latitude_of_Origin: 15 30 10.000000 N
# False_Easting: 100000.000000
# False_Northing: 500000.000000
# End:
5-337-14R      7680.00   -6824.90  59194.00  116510.20 
5-337-14R      7690.00   -6834.90  59193.90  116509.90 
5-337-14R      7700.00   -6844.80  59193.80  116509.60 
5-337-14R      7710.00   -6854.80  59193.70  116509.20 
5-337-14R      7720.00   -6864.80  59193.50  116508.90 
5-337-14R      7730.00   -6874.80  59193.40  116508.60 
5-337-14R      7740.00   -6884.80  59193.30  116508.20 
5-337-14R      7750.00   -6894.80  59193.20  116507.80 
5-337-14R      7760.00   -6904.80  59193.10  116507.40 
5-337-14R      7770.00   -6914.80  59193.00  116507.10 
5-337-14R      7780.00   -6924.80  59193.00  116506.60 
5-337-14R      7790.00   -6934.80  59192.90  116506.20 
5-337-14R      7800.00   -6944.80  59192.80  116505.80 
5-337-14R      7810.00   -6954.80  59192.80  116505.50 
5-337-14R      7820.00   -6964.80  59192.70  116505.00 
5-337-14R      7830.00   -6974.70  59192.60  116504.60 
5-337-14R      7840.00   -6984.70  59192.60  116504.30 
5-337-14R      7850.00   -6994.70  59192.50  116503.90 
5-337-14R      7860.00   -7004.70  59192.40  116503.50 
5-337-14R      7870.00   -7014.70  59192.30  116503.20 
5-337-14R      7880.00   -7024.70  59192.20  116502.80 
5-337-14R      7890.00   -7034.70  59192.00  116502.40 
5-337-14R      7900.00   -7044.70  59191.90  116502.10 
5-337-14R      7910.00   -7054.70  59191.80  116501.70 
5-337-14R      7920.00   -7064.70  59191.70  116501.40 
5-337-14R      7930.00   -7074.70  59191.60  116501.00 
5-337-14R      7940.00   -7084.70  59191.40  116500.70 
5-337-14R      7950.00   -7094.70  59191.30  116500.30 
5-337-14R      7960.00   -7104.70  59191.20  116500.00 
5-337-14R      7970.00   -7114.70  59191.10  116499.60 
5-337-14R      7980.00   -7124.60  59191.00  116499.30 
5-337-14R      7990.00   -7134.60  59190.90  116498.90 
5-337-14R      8000.00   -7144.60  59190.80  116498.60 
5-337-14R      8010.00   -7154.60  59190.70  116498.30 
5-337-14R      8020.00   -7164.60  59190.60  116497.90 
5-337-14R      8030.00   -7174.60  59190.50  116497.60 
5-337-14R      8040.00   -7184.60  59190.40  116497.20 
5-337-14R      8050.00   -7194.60  59190.30  116496.80 
5-337-14R      8060.00   -7204.60  59190.20  116496.40 
5-337-14R      8070.00   -7214.60  59190.10  116496.00 
5-337-14R      8080.00   -7224.60  59190.00  116495.60 
5-337-14R      8090.00   -7234.60  59189.90  116495.20 
5-337-14R      8100.00   -7244.60  59189.90  116494.80 
5-337-14R      8110.00   -7254.50  59189.80  116494.30 
5-337-14R      8120.00   -7264.50  59189.80  116493.90 
5-337-14R      8130.00   -7274.50  59189.70  116493.50 
5-337-14R      8140.00   -7284.50  59189.70  116493.00 
5-337-14R      8150.00   -7294.50  59189.70  116492.60 
5-337-14R      8160.00   -7304.50  59189.60  116492.10 
5-337-14R      8170.00   -7314.50  59189.60  116491.70 
5-337-14R      8180.00   -7324.50  59189.60  116491.30 
5-337-14R      8190.00   -7334.50  59189.60  116490.80 
5-337-14R      8200.00   -7344.50  59189.50  116490.40 
5-337-14R      8210.00   -7354.40  59189.50  116490.00 
5-337-14R      8220.00   -7364.40  59189.50  116489.60 
5-337-14R      8230.00   -7374.40  59189.40  116489.20 
5-337-14R      8240.00   -7384.40  59189.40  116488.80 
5-337-14R      8250.00   -7394.40  59189.30  116488.40 
5-337-14R      8260.00   -7404.40  59189.10  116488.00 
5-337-14R      8270.00   -7414.40  59189.00  116487.60 
5-337-14R      8280.00   -7424.40  59188.90  116487.20 
5-337-14R      8290.00   -7434.40  59188.80  116486.80 
5-337-14R      8300.00   -7444.40  59188.70  116486.40 
5-337-14R      8310.00   -7454.40  59188.60  116486.00 
5-337-14R      8320.00   -7464.40  59188.50  116485.50 
5-337-14R      8330.00   -7474.30  59188.40  116485.10 
5-337-14R      8340.00   -7484.30  59188.30  116484.70 
